CustomerID,Snapshot_Date,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,predicted_clv_12m,CLV_Quartile
13901,2011-12-31,93,5,2867.2,2,4,5,245,At Risk (High Value),Cluster 0,2512.3355434537257,Q4 (High)
16681,2011-12-31,93,6,1770.34,2,5,4,254,At Risk (High Value),Cluster 0,1904.3518500090288,Q4 (High)
13369,2010-12-31,21,1,308.28,3,3,3,333,Loyal Customers,Cluster 3,252.1707849295519,Q1 (Low)
16065,2010-12-31,21,1,367.14,3,3,3,333,Loyal Customers,Cluster 3,252.1707849295519,Q1 (Low)
12872,2010-12-31,21,1,378.53,3,3,4,334,Loyal Customers,Cluster 3,444.4497509914051,Q1 (Low)
16795,2010-12-31,21,1,414.88,3,3,4,334,Loyal Customers,Cluster 3,252.1707849295519,Q1 (Low)
17950,2010-12-31,21,2,263.17,3,4,2,342,Loyal Customers,Cluster 3,446.3912897797235,Q1 (Low)
17880,2010-12-31,20,1,458.92,3,4,4,344,Loyal Customers,Cluster 3,252.7520693965762,Q1 (Low)
15361,2010-12-31,17,1,418.92,3,3,4,334,Loyal Customers,Cluster 3,254.5121144310764,Q1 (Low)
17890,2010-12-31,17,1,463.01,3,4,4,344,Loyal Customers,Cluster 3,386.8683787596405,Q1 (Low)
16202,2010-12-31,16,1,365.27,4,3,3,433,Loyal Customers,Cluster 3,255.104256109008,Q1 (Low)
16812,2010-12-31,16,1,479.35,4,4,4,444,Champions,Cluster 3,255.104256109008,Q1 (Low)
15107,2010-12-31,16,2,177.05,4,4,2,442,Champions,Cluster 3,315.19389114494186,Q1 (Low)
16499,2010-12-31,16,2,365.45,4,4,3,443,Champions,Cluster 3,395.35373008504587,Q1 (Low)
17525,2010-12-31,15,1,422.7,4,3,4,434,Loyal Customers,Cluster 3,255.69915962043345,Q1 (Low)
13496,2010-12-31,15,1,501.01,4,4,4,444,Champions,Cluster 3,409.97435152372253,Q1 (Low)
17912,2010-12-31,15,4,288.46,4,5,3,453,Champions,Cluster 3,455.43767391662567,Q1 (Low)
15789,2010-12-31,14,1,351.3,4,3,3,433,Loyal Customers,Cluster 3,256.29684433342214,Q1 (Low)
18176,2010-12-31,14,1,476.35,5,4,4,544,Champions,Cluster 3,256.29684433342214,Q1 (Low)
13874,2010-12-31,14,1,540.45,5,4,4,544,Champions,Cluster 3,256.29684433342214,Q1 (Low)
17691,2010-12-31,14,2,290.4,5,4,3,543,Champions,Cluster 3,392.8992203320243,Q1 (Low)
12967,2010-12-31,14,2,1660.9,5,5,5,555,Champions,Cluster 0,479.4821775823026,Q1 (Low)
15204,2010-12-31,13,1,316.58,5,3,3,533,Loyal Customers,Cluster 3,256.89732979756576,Q1 (Low)
16270,2010-12-31,9,1,1141.24,5,4,5,545,Champions,Cluster 3,259.32767663118875,Q1 (Low)
15204,2011-01-31,44,1,316.58,3,3,3,333,Loyal Customers,Cluster 1,256.89732979756576,Q1 (Low)
16270,2011-01-31,40,1,1141.24,3,4,5,345,Loyal Customers,Cluster 0,259.32767663118875,Q1 (Low)
15464,2011-01-31,25,1,1044.65,3,4,5,345,Loyal Customers,Cluster 3,268.8661000580611,Q1 (Low)
12829,2011-01-31,23,2,293.0,3,4,2,342,Loyal Customers,Cluster 3,439.5250763239134,Q1 (Low)
16850,2011-01-31,20,1,332.41,3,3,3,333,Loyal Customers,Cluster 3,272.20344248710376,Q1 (Low)
16112,2011-01-31,20,2,136.14,3,4,1,341,Loyal Customers,Cluster 3,454.7283717720453,Q1 (Low)
17569,2011-01-31,19,1,344.14,3,3,3,333,Loyal Customers,Cluster 3,272.8808781189593,Q1 (Low)
14320,2011-01-31,19,1,352.51,3,3,3,333,Loyal Customers,Cluster 3,418.239068449407,Q1 (Low)
14270,2011-01-31,18,1,492.65,3,3,4,334,Loyal Customers,Cluster 3,273.56169416001677,Q1 (Low)
15171,2011-01-31,18,1,1289.5,3,4,5,345,Loyal Customers,Cluster 3,273.56169416001677,Q1 (Low)
15107,2011-01-31,17,5,278.7,4,5,2,452,Champions,Cluster 3,315.19389114494186,Q1 (Low)
18106,2011-01-31,16,1,421.9,4,3,3,433,Loyal Customers,Cluster 3,274.9335691899618,Q1 (Low)
13385,2011-01-31,16,1,534.57,4,3,4,434,Loyal Customers,Cluster 3,274.9335691899618,Q1 (Low)
12872,2011-01-31,13,2,599.97,4,4,4,444,Champions,Cluster 3,444.4497509914051,Q1 (Low)
18233,2011-01-31,12,1,440.0,4,3,4,434,Loyal Customers,Cluster 3,277.71901751195236,Q1 (Low)
12346,2011-01-31,12,1,77183.6,4,4,5,445,Champions,Cluster 2,277.71901751195236,Q1 (Low)
17862,2011-01-31,10,1,330.9,4,3,3,433,Loyal Customers,Cluster 3,279.1330154422178,Q1 (Low)
15422,2011-01-31,10,2,97.7,4,4,1,441,Champions,Cluster 3,279.1330154422178,Q1 (Low)
18037,2011-01-31,9,2,39.55,4,4,1,441,Champions,Cluster 3,381.26973702582626,Q1 (Low)
14779,2011-01-31,9,2,348.15,4,4,3,443,Champions,Cluster 3,448.11702838568414,Q1 (Low)
17890,2011-01-31,9,2,586.89,4,4,4,444,Champions,Cluster 3,386.8683787596405,Q1 (Low)
14130,2011-01-31,6,1,480.91,4,3,4,434,Loyal Customers,Cluster 3,282.00465320400264,Q1 (Low)
13615,2011-01-31,5,1,417.69,5,3,3,533,Loyal Customers,Cluster 3,282.7318188289622,Q1 (Low)
15222,2011-01-31,5,1,585.0,5,3,4,534,Loyal Customers,Cluster 3,282.7318188289622,Q1 (Low)
16222,2011-01-31,5,1,773.55,5,3,4,534,Loyal Customers,Cluster 3,282.7318188289622,Q1 (Low)
15213,2011-01-31,5,2,328.35,5,4,3,543,Champions,Cluster 3,342.07863530982047,Q1 (Low)
15661,2011-01-31,4,2,309.8,5,4,3,543,Champions,Cluster 3,454.44117926733344,Q1 (Low)
16714,2011-01-31,4,2,1114.06,5,4,5,545,Champions,Cluster 3,356.01278380343166,Q1 (Low)
13328,2011-01-31,3,1,1308.48,5,4,5,545,Champions,Cluster 3,284.1974590410376,Q1 (Low)
13506,2011-01-31,3,2,458.52,5,4,4,544,Champions,Cluster 3,401.2423304606611,Q1 (Low)
17239,2011-01-31,0,1,382.5,5,3,3,533,Loyal Customers,Cluster 3,287.17480470456337,Q1 (Low)
17431,2011-01-31,0,1,403.3,5,3,3,533,Loyal Customers,Cluster 3,286.4246349202493,Q1 (Low)
15448,2011-01-31,0,1,494.64,5,3,4,534,Loyal Customers,Cluster 3,287.17480470456337,Q1 (Low)
15415,2011-01-31,0,1,559.61,5,3,4,534,Loyal Customers,Cluster 3,286.4246349202493,Q1 (Low)
17580,2011-01-31,0,2,165.07,5,4,1,541,Champions,Cluster 3,445.8636342605289,Q1 (Low)
18095,2011-01-31,0,2,580.05,5,4,4,544,Champions,Cluster 3,469.0499529429914,Q1 (Low)
12346,2011-02-28,40,1,77183.6,3,4,5,345,Loyal Customers,Cluster 0,277.71901751195236,Q1 (Low)
17862,2011-02-28,38,1,330.9,3,3,3,333,Loyal Customers,Cluster 1,279.1330154422178,Q1 (Low)
15422,2011-02-28,38,2,97.7,3,4,1,341,Loyal Customers,Cluster 1,279.1330154422178,Q1 (Low)
18037,2011-02-28,37,2,39.55,3,4,1,341,Loyal Customers,Cluster 1,381.26973702582626,Q1 (Low)
14779,2011-02-28,37,2,348.15,3,4,3,343,Loyal Customers,Cluster 1,448.11702838568414,Q1 (Low)
17890,2011-02-28,37,2,586.89,3,4,4,344,Loyal Customers,Cluster 0,386.8683787596405,Q1 (Low)
14130,2011-02-28,34,1,480.91,3,3,3,333,Loyal Customers,Cluster 1,282.00465320400264,Q1 (Low)
13615,2011-02-28,33,1,417.69,3,3,3,333,Loyal Customers,Cluster 1,282.7318188289622,Q1 (Low)
15222,2011-02-28,33,1,585.0,3,3,4,334,Loyal Customers,Cluster 3,282.7318188289622,Q1 (Low)
16222,2011-02-28,33,1,773.55,3,3,4,334,Loyal Customers,Cluster 3,282.7318188289622,Q1 (Low)
15213,2011-02-28,33,2,328.35,3,4,3,343,Loyal Customers,Cluster 3,342.07863530982047,Q1 (Low)
15661,2011-02-28,32,2,309.8,3,4,3,343,Loyal Customers,Cluster 3,454.44117926733344,Q1 (Low)
16714,2011-02-28,32,2,1114.06,3,4,5,345,Loyal Customers,Cluster 0,356.01278380343166,Q1 (Low)
13328,2011-02-28,31,1,1308.48,3,4,5,345,Loyal Customers,Cluster 0,284.1974590410376,Q1 (Low)
13506,2011-02-28,31,2,458.52,3,4,3,343,Loyal Customers,Cluster 3,401.2423304606611,Q1 (Low)
17431,2011-02-28,28,1,403.3,3,3,3,333,Loyal Customers,Cluster 3,286.4246349202493,Q1 (Low)
15415,2011-02-28,28,1,559.61,3,3,4,334,Loyal Customers,Cluster 3,286.4246349202493,Q1 (Low)
17239,2011-02-28,27,1,382.5,3,3,3,333,Loyal Customers,Cluster 3,287.17480470456337,Q1 (Low)
15448,2011-02-28,27,1,494.64,3,3,4,334,Loyal Customers,Cluster 3,287.17480470456337,Q1 (Low)
17580,2011-02-28,27,2,165.07,3,4,1,341,Loyal Customers,Cluster 3,445.8636342605289,Q1 (Low)
18095,2011-02-28,27,2,580.05,3,4,4,344,Loyal Customers,Cluster 0,469.0499529429914,Q1 (Low)
14850,2011-02-28,26,1,325.75,3,3,3,333,Loyal Customers,Cluster 3,287.9289144653039,Q1 (Low)
16716,2011-02-28,26,1,734.4,3,3,4,334,Loyal Customers,Cluster 3,469.5103427613294,Q1 (Low)
14496,2011-02-28,26,2,538.81,3,4,4,344,Loyal Customers,Cluster 3,445.502682951512,Q1 (Low)
15107,2011-02-28,26,6,319.5,3,5,3,353,Loyal Customers,Cluster 0,315.19389114494186,Q1 (Low)
18250,2011-02-28,25,1,349.27,3,3,3,333,Loyal Customers,Cluster 3,288.68699532499596,Q1 (Low)
14411,2011-02-28,25,1,1063.0,3,3,5,335,Loyal Customers,Cluster 3,288.68699532499596,Q1 (Low)
17223,2011-02-28,25,2,381.89,3,4,3,343,Loyal Customers,Cluster 3,381.5506494481307,Q1 (Low)
17912,2011-02-28,25,5,310.06,3,5,3,353,Loyal Customers,Cluster 0,455.43767391662567,Q1 (Low)
16030,2011-02-28,24,1,331.24,4,3,3,433,Loyal Customers,Cluster 3,289.4490787348341,Q1 (Low)
14497,2011-02-28,24,1,475.37,4,3,3,433,Loyal Customers,Cluster 3,289.4490787348341,Q1 (Low)
13800,2011-02-28,24,1,558.32,4,3,4,434,Loyal Customers,Cluster 3,289.4490787348341,Q1 (Low)
15090,2011-02-28,23,1,381.32,4,3,3,433,Loyal Customers,Cluster 3,290.21519647903204,Q1 (Low)
17226,2011-02-28,23,1,393.49,4,3,3,433,Loyal Customers,Cluster 3,290.21519647903204,Q1 (Low)
17291,2011-02-28,23,1,550.8,4,3,4,434,Loyal Customers,Cluster 3,290.21519647903204,Q1 (Low)
17392,2011-02-28,21,2,411.27,4,4,3,443,Champions,Cluster 3,404.04760496670247,Q1 (Low)
14600,2011-02-28,20,1,393.33,4,3,3,433,Loyal Customers,Cluster 3,292.5380786483674,Q1 (Low)
14048,2011-02-28,20,1,409.93,4,3,3,433,Loyal Customers,Cluster 3,292.5380786483674,Q1 (Low)
17358,2011-02-28,18,2,360.81,4,4,3,443,Champions,Cluster 3,389.9864170010345,Q1 (Low)
13706,2011-02-28,17,1,330.79,4,3,3,433,Loyal Customers,Cluster 3,294.89844696985415,Q1 (Low)
14431,2011-02-28,17,1,470.36,4,3,3,433,Loyal Customers,Cluster 3,294.89844696985415,Q1 (Low)
16405,2011-02-28,17,2,167.25,4,4,1,441,Champions,Cluster 3,463.1786956222309,Q1 (Low)
17334,2011-02-28,17,2,307.02,4,4,2,442,Champions,Cluster 3,357.66277111857727,Q1 (Low)
18159,2011-02-28,16,1,530.15,4,3,4,434,Loyal Customers,Cluster 3,295.6937239317185,Q1 (Low)
13672,2011-02-28,16,2,186.39,4,4,2,442,Champions,Cluster 3,414.9988390834494,Q1 (Low)
16084,2011-02-28,14,1,436.18,4,3,3,433,Loyal Customers,Cluster 3,297.29721627047735,Q1 (Low)
16897,2011-02-28,14,2,289.78,4,4,2,442,Champions,Cluster 3,400.7573099356017,Q1 (Low)
13893,2011-02-28,12,1,821.1,4,3,4,434,Loyal Customers,Cluster 3,298.9181949969317,Q1 (Low)
16509,2011-02-28,11,1,363.7,4,3,3,433,Loyal Customers,Cluster 3,299.7353313900146,Q1 (Low)
16494,2011-02-28,11,1,826.53,4,3,4,434,Loyal Customers,Cluster 3,299.7353313900146,Q1 (Low)
15759,2011-02-28,11,2,185.04,4,4,2,442,Champions,Cluster 3,440.2709285942383,Q1 (Low)
13151,2011-02-28,10,1,1257.87,4,4,5,445,Champions,Cluster 3,300.5569477277047,Q1 (Low)
12988,2011-02-28,7,1,505.82,5,3,4,534,Loyal Customers,Cluster 3,303.0490478952023,Q1 (Low)
13044,2011-02-28,6,1,560.47,5,3,4,534,Loyal Customers,Cluster 3,303.8889575574897,Q1 (Low)
15303,2011-02-28,5,1,574.02,5,3,4,534,Loyal Customers,Cluster 3,304.73353601689666,Q1 (Low)
18087,2011-02-28,5,1,3202.92,5,4,5,545,Champions,Cluster 3,304.73353601689666,Q1 (Low)
17499,2011-02-28,4,1,622.88,5,3,4,534,Loyal Customers,Cluster 3,305.582822311874,Q1 (Low)
18056,2011-02-28,3,1,363.65,5,3,3,533,Loyal Customers,Cluster 3,306.43685591734396,Q1 (Low)
12945,2011-02-28,3,1,462.95,5,3,3,533,Loyal Customers,Cluster 3,306.43685591734396,Q1 (Low)
16072,2011-02-28,3,1,584.32,5,3,4,534,Loyal Customers,Cluster 3,306.43685591734396,Q1 (Low)
13345,2011-02-28,2,1,389.5,5,3,3,533,Loyal Customers,Cluster 3,307.2956767508019,Q1 (Low)
13753,2011-02-28,2,1,741.26,5,3,4,534,Loyal Customers,Cluster 3,307.2956767508019,Q1 (Low)
13666,2011-02-28,2,2,64.05,5,4,1,541,Champions,Cluster 3,391.0996567398756,Q1 (Low)
16473,2011-02-28,2,2,217.81,5,4,2,542,Champions,Cluster 3,472.92609399399873,Q1 (Low)
14036,2011-02-28,0,1,626.65,5,3,4,534,Loyal Customers,Cluster 3,309.9012685640633,Q1 (Low)
13261,2011-02-28,0,1,845.1,5,3,4,534,Loyal Customers,Cluster 3,450.3592544479498,Q1 (Low)
14616,2011-02-28,0,2,247.68,5,4,2,542,Champions,Cluster 3,493.9071358089276,Q1 (Low)
13893,2011-03-31,43,1,821.1,3,3,4,334,Loyal Customers,Cluster 0,298.9181949969317,Q1 (Low)
16509,2011-03-31,42,1,363.7,3,3,3,333,Loyal Customers,Cluster 1,299.7353313900146,Q1 (Low)
16494,2011-03-31,42,1,826.53,3,3,4,334,Loyal Customers,Cluster 0,299.7353313900146,Q1 (Low)
15759,2011-03-31,42,2,185.04,3,3,2,332,Loyal Customers,Cluster 1,440.2709285942383,Q1 (Low)
13151,2011-03-31,41,1,1257.87,3,3,5,335,Loyal Customers,Cluster 0,300.5569477277047,Q1 (Low)
12988,2011-03-31,38,1,505.82,3,3,3,333,Loyal Customers,Cluster 1,303.0490478952023,Q1 (Low)
13044,2011-03-31,37,1,560.47,3,3,4,334,Loyal Customers,Cluster 1,303.8889575574897,Q1 (Low)
15303,2011-03-31,36,1,574.02,3,3,4,334,Loyal Customers,Cluster 1,304.73353601689666,Q1 (Low)
18087,2011-03-31,36,1,3202.92,3,3,5,335,Loyal Customers,Cluster 0,304.73353601689666,Q1 (Low)
17499,2011-03-31,35,1,622.88,3,3,4,334,Loyal Customers,Cluster 3,305.582822311874,Q1 (Low)
18056,2011-03-31,34,1,363.65,3,3,3,333,Loyal Customers,Cluster 1,306.43685591734396,Q1 (Low)
12945,2011-03-31,34,1,462.95,3,3,3,333,Loyal Customers,Cluster 1,306.43685591734396,Q1 (Low)
16072,2011-03-31,34,1,584.32,3,3,4,334,Loyal Customers,Cluster 3,306.43685591734396,Q1 (Low)
13345,2011-03-31,33,1,389.5,3,3,3,333,Loyal Customers,Cluster 1,307.2956767508019,Q1 (Low)
13753,2011-03-31,33,1,741.26,3,3,4,334,Loyal Customers,Cluster 3,307.2956767508019,Q1 (Low)
13666,2011-03-31,33,2,64.05,3,3,1,331,Loyal Customers,Cluster 1,391.0996567398756,Q1 (Low)
16473,2011-03-31,33,2,217.81,3,4,2,342,Loyal Customers,Cluster 1,472.92609399399873,Q1 (Low)
14036,2011-03-31,30,1,626.65,3,3,4,334,Loyal Customers,Cluster 3,309.9012685640633,Q1 (Low)
14616,2011-03-31,30,2,247.68,3,4,2,342,Loyal Customers,Cluster 3,493.9071358089276,Q1 (Low)
13166,2011-03-31,29,1,417.2,3,3,3,333,Loyal Customers,Cluster 3,310.77964655589045,Q1 (Low)
15456,2011-03-31,29,3,434.59,3,4,3,343,Loyal Customers,Cluster 0,440.8222892069657,Q1 (Low)
12873,2011-03-31,28,1,374.0,3,3,3,333,Loyal Customers,Cluster 3,311.66301822326943,Q1 (Low)
16792,2011-03-31,28,2,110.38,3,3,1,331,Loyal Customers,Cluster 1,311.66301822326943,Q1 (Low)
13497,2011-03-31,28,2,348.05,3,4,3,343,Loyal Customers,Cluster 3,426.4166462368775,Q1 (Low)
16159,2011-03-31,27,1,348.2,3,3,3,333,Loyal Customers,Cluster 3,312.5514262735336,Q1 (Low)
14570,2011-03-31,26,2,217.21,3,4,2,342,Loyal Customers,Cluster 3,313.4449139024189,Q1 (Low)
14670,2011-03-31,26,2,392.86,3,4,3,343,Loyal Customers,Cluster 3,313.4449139024189,Q1 (Low)
14779,2011-03-31,26,3,386.15,3,4,3,343,Loyal Customers,Cluster 0,448.11702838568414,Q1 (Low)
15869,2011-03-31,23,2,149.64,4,3,1,431,Loyal Customers,Cluster 3,316.15629369210825,Q1 (Low)
17817,2011-03-31,23,2,269.7,4,4,2,442,Champions,Cluster 3,479.67631403754166,Q1 (Low)
16917,2011-03-31,22,1,391.52,4,3,3,433,Loyal Customers,Cluster 3,317.07054160851413,Q1 (Low)
17138,2011-03-31,21,1,380.5,4,3,3,433,Loyal Customers,Cluster 3,317.9900926576062,Q1 (Low)
14603,2011-03-31,20,1,660.0,4,3,4,434,Loyal Customers,Cluster 3,318.9149931168783,Q1 (Low)
13043,2011-03-31,19,1,516.42,4,3,4,434,Loyal Customers,Cluster 3,319.845289803876,Q1 (Low)
13133,2011-03-31,19,2,109.8,4,3,1,431,Loyal Customers,Cluster 3,397.7585384434525,Q1 (Low)
14114,2011-03-31,19,2,386.53,4,4,3,443,Champions,Cluster 3,464.28092515483695,Q1 (Low)
16766,2011-03-31,19,2,1145.6,4,4,5,445,Champions,Cluster 0,319.845289803876,Q1 (Low)
15047,2011-03-31,15,1,343.62,4,3,3,433,Loyal Customers,Cluster 3,323.6213945276904,Q1 (Low)
17816,2011-03-31,15,2,21.31,4,3,1,431,Loyal Customers,Cluster 3,355.0681147949577,Q1 (Low)
13358,2011-03-31,14,1,439.03,4,3,3,433,Loyal Customers,Cluster 3,324.5793940787449,Q1 (Low)
16152,2011-03-31,14,1,1829.04,4,3,5,435,Loyal Customers,Cluster 3,324.5793940787449,Q1 (Low)
13261,2011-03-31,14,2,944.1,4,4,4,444,Champions,Cluster 3,450.3592544479498,Q1 (Low)
16377,2011-03-31,13,1,676.2,4,3,4,434,Loyal Customers,Cluster 3,325.54308255594214,Q1 (Low)
16216,2011-03-31,13,1,914.93,4,3,4,434,Loyal Customers,Cluster 3,325.54308255594214,Q1 (Low)
14633,2011-03-31,12,1,344.9,4,3,3,433,Loyal Customers,Cluster 3,326.51251078632276,Q1 (Low)
16256,2011-03-31,12,1,752.43,4,3,4,434,Loyal Customers,Cluster 3,326.51251078632276,Q1 (Low)
15695,2011-03-31,12,2,409.98,4,4,3,443,Champions,Cluster 3,326.51251078632276,Q1 (Low)
16716,2011-03-31,12,2,901.2,4,4,4,444,Champions,Cluster 3,469.5103427613294,Q1 (Low)
16402,2011-03-31,10,2,293.45,4,4,2,442,Champions,Cluster 3,359.1264872099308,Q1 (Low)
13934,2011-03-31,9,1,922.1,4,3,4,434,Loyal Customers,Cluster 3,329.45575143126223,Q1 (Low)
16427,2011-03-31,9,2,241.06,4,4,2,442,Champions,Cluster 3,476.8532498142305,Q1 (Low)
16135,2011-03-31,8,1,517.55,5,3,4,534,Loyal Customers,Cluster 3,330.4486592283108,Q1 (Low)
17486,2011-03-31,7,1,396.87,5,3,3,533,Loyal Customers,Cluster 3,331.44757020775677,Q1 (Low)
16250,2011-03-31,7,2,389.44,5,4,3,543,Champions,Cluster 3,402.6995758873606,Q1 (Low)
16769,2011-03-31,6,1,361.54,5,3,3,533,Loyal Customers,Cluster 3,332.4525389802796,Q1 (Low)
14348,2011-03-31,6,1,409.57,5,3,3,533,Loyal Customers,Cluster 3,332.4525389802796,Q1 (Low)
16022,2011-03-31,6,1,602.63,5,3,4,534,Loyal Customers,Cluster 3,332.4525389802796,Q1 (Low)
13341,2011-03-31,6,1,775.85,5,3,4,534,Loyal Customers,Cluster 3,332.4525389802796,Q1 (Low)
13357,2011-03-31,3,1,609.4,5,3,4,534,Loyal Customers,Cluster 3,335.50434819044534,Q1 (Low)
18071,2011-03-31,3,2,453.0,5,4,3,543,Champions,Cluster 3,429.4852211128871,Q1 (Low)
17917,2011-03-31,2,2,226.71,5,4,2,542,Champions,Cluster 3,486.9285775302376,Q1 (Low)
13649,2011-03-31,2,2,346.6,5,4,3,543,Champions,Cluster 3,400.0574704549959,Q1 (Low)
17438,2011-03-31,0,1,388.45,5,3,3,533,Loyal Customers,Cluster 3,339.6616680140818,Q1 (Low)
15832,2011-03-31,0,1,836.79,5,3,4,534,Loyal Customers,Cluster 3,338.6127084784161,Q1 (Low)
15894,2011-03-31,0,2,257.6,5,4,2,542,Champions,Cluster 3,371.1475550193327,Q1 (Low)
14479,2011-03-31,0,2,316.25,5,4,3,543,Champions,Cluster 3,396.62856940964895,Q1 (Low)
15424,2011-03-31,0,2,383.34,5,4,3,543,Champions,Cluster 3,338.6127084784161,Q1 (Low)
17616,2011-03-31,0,2,408.0,5,4,3,543,Champions,Cluster 3,491.9052673289251,Q1 (Low)
18037,2011-03-31,0,3,43.45,5,4,1,541,Champions,Cluster 3,381.26973702582626,Q1 (Low)
14570,2011-04-30,56,2,217.21,3,3,2,332,Loyal Customers,Cluster 1,313.4449139024189,Q1 (Low)
14670,2011-04-30,56,2,392.86,3,4,3,343,Loyal Customers,Cluster 1,313.4449139024189,Q1 (Low)
14779,2011-04-30,56,3,386.15,3,4,3,343,Loyal Customers,Cluster 0,448.11702838568414,Q1 (Low)
15869,2011-04-30,53,2,149.64,3,3,1,331,Loyal Customers,Cluster 1,316.15629369210825,Q1 (Low)
17817,2011-04-30,53,2,269.7,3,3,2,332,Loyal Customers,Cluster 1,479.67631403754166,Q1 (Low)
16917,2011-04-30,52,1,391.52,3,3,3,333,Loyal Customers,Cluster 1,317.07054160851413,Q1 (Low)
17138,2011-04-30,51,1,380.5,3,3,3,333,Loyal Customers,Cluster 1,317.9900926576062,Q1 (Low)
14603,2011-04-30,50,1,660.0,3,3,4,334,Loyal Customers,Cluster 1,318.9149931168783,Q1 (Low)
13043,2011-04-30,49,1,516.42,3,3,3,333,Loyal Customers,Cluster 1,319.845289803876,Q1 (Low)
13133,2011-04-30,49,2,109.8,3,3,1,331,Loyal Customers,Cluster 1,397.7585384434525,Q1 (Low)
14114,2011-04-30,49,2,386.53,3,4,3,343,Loyal Customers,Cluster 1,464.28092515483695,Q1 (Low)
16766,2011-04-30,49,2,1145.6,3,4,5,345,Loyal Customers,Cluster 0,319.845289803876,Q1 (Low)
17816,2011-04-30,45,2,21.31,3,3,1,331,Loyal Customers,Cluster 1,355.0681147949577,Q1 (Low)
13358,2011-04-30,44,1,439.03,3,3,3,333,Loyal Customers,Cluster 1,324.5793940787449,Q1 (Low)
16152,2011-04-30,44,1,1829.04,3,3,5,335,Loyal Customers,Cluster 0,324.5793940787449,Q1 (Low)
13261,2011-04-30,44,2,944.1,3,4,4,344,Loyal Customers,Cluster 0,450.3592544479498,Q1 (Low)
16377,2011-04-30,43,1,676.2,3,3,4,334,Loyal Customers,Cluster 1,325.54308255594214,Q1 (Low)
16216,2011-04-30,43,1,914.93,3,3,4,334,Loyal Customers,Cluster 0,325.54308255594214,Q1 (Low)
16256,2011-04-30,42,1,752.43,3,3,4,334,Loyal Customers,Cluster 0,326.51251078632276,Q1 (Low)
15695,2011-04-30,42,2,409.98,3,4,3,343,Loyal Customers,Cluster 0,326.51251078632276,Q1 (Low)
16716,2011-04-30,42,2,901.2,3,4,4,344,Loyal Customers,Cluster 0,469.5103427613294,Q1 (Low)
16402,2011-04-30,40,2,293.45,3,3,2,332,Loyal Customers,Cluster 1,359.1264872099308,Q1 (Low)
13934,2011-04-30,39,1,922.1,3,3,4,334,Loyal Customers,Cluster 0,329.45575143126223,Q1 (Low)
16427,2011-04-30,39,2,241.06,3,3,2,332,Loyal Customers,Cluster 1,476.8532498142305,Q1 (Low)
16135,2011-04-30,38,1,517.55,3,3,3,333,Loyal Customers,Cluster 1,330.4486592283108,Q1 (Low)
17486,2011-04-30,37,1,396.87,3,3,3,333,Loyal Customers,Cluster 1,331.44757020775677,Q1 (Low)
16250,2011-04-30,37,2,389.44,3,4,3,343,Loyal Customers,Cluster 0,402.6995758873606,Q1 (Low)
14348,2011-04-30,36,1,409.57,3,3,3,333,Loyal Customers,Cluster 1,332.4525389802796,Q1 (Low)
16022,2011-04-30,36,1,602.63,3,3,4,334,Loyal Customers,Cluster 3,332.4525389802796,Q1 (Low)
13341,2011-04-30,36,1,775.85,3,3,4,334,Loyal Customers,Cluster 0,332.4525389802796,Q1 (Low)
13357,2011-04-30,33,1,609.4,3,3,4,334,Loyal Customers,Cluster 3,335.50434819044534,Q1 (Low)
18071,2011-04-30,33,2,453.0,3,4,3,343,Loyal Customers,Cluster 0,429.4852211128871,Q1 (Low)
17917,2011-04-30,32,2,226.71,3,3,2,332,Loyal Customers,Cluster 1,486.9285775302376,Q1 (Low)
13649,2011-04-30,32,2,346.6,3,3,3,333,Loyal Customers,Cluster 3,400.0574704549959,Q1 (Low)
15832,2011-04-30,30,1,836.79,4,3,4,434,Loyal Customers,Cluster 3,338.6127084784161,Q1 (Low)
15424,2011-04-30,30,2,383.34,4,4,3,443,Champions,Cluster 3,338.6127084784161,Q1 (Low)
17616,2011-04-30,30,2,408.0,4,4,3,443,Champions,Cluster 3,491.9052673289251,Q1 (Low)
17438,2011-04-30,29,1,388.45,4,3,3,433,Loyal Customers,Cluster 3,339.6616680140818,Q1 (Low)
15894,2011-04-30,29,2,257.6,4,3,2,432,Loyal Customers,Cluster 3,371.1475550193327,Q1 (Low)
14479,2011-04-30,29,2,316.25,4,3,2,432,Loyal Customers,Cluster 3,396.62856940964895,Q1 (Low)
17701,2011-04-30,28,1,417.95,4,3,3,433,Loyal Customers,Cluster 3,340.71714702293195,Q1 (Low)
17580,2011-04-30,28,3,212.77,4,4,2,442,Champions,Cluster 3,445.8636342605289,Q1 (Low)
16142,2011-04-30,25,1,535.34,4,3,3,433,Loyal Customers,Cluster 3,343.9233144295753,Q1 (Low)
17492,2011-04-30,24,1,374.57,4,3,3,433,Loyal Customers,Cluster 3,345.0054887337024,Q1 (Low)
16586,2011-04-30,24,1,463.95,4,3,3,433,Loyal Customers,Cluster 3,345.0054887337024,Q1 (Low)
15442,2011-04-30,24,1,594.0,4,3,4,434,Loyal Customers,Cluster 3,345.0054887337024,Q1 (Low)
17140,2011-04-30,23,1,454.12,4,3,3,433,Loyal Customers,Cluster 3,346.09449511650837,Q1 (Low)
